SCAI Rules Documentation ,,,,,,,
#,Source File ,Section,Name,Type,Description,Confilect ,Status
1702,prompt_rules.md,Definition,Purpose Statement,Definition,Defines HOW the AI should behave - prompting guidelines SEO-driven rules system/scale handling context preservation and token management,PASSED,FALSE
1703,prompt_rules.md,Definition,File Contains - SEO-Driven Prompt Rules,Scope,This file contains SEO-driven prompt rules,PASSED,FALSE
1704,prompt_rules.md,Definition,File Contains - System/Scale-Driven Rules,Scope,This file contains system/scale-driven prompt rules,PASSED,FALSE
1705,prompt_rules.md,Definition,File Contains - Context Preservation,Scope,This file contains context preservation logic,PASSED,FALSE
1706,prompt_rules.md,Definition,File Contains - Token Management,Scope,This file contains token management rules,PASSED,FALSE
1707,prompt_rules.md,Definition,File Contains - AI Response Validation,Scope,This file contains AI response validation criteria,PASSED,FALSE
1708,prompt_rules.md,Definition,File Contains - Ownership Split,Scope,This file contains ownership split (SEO vs Engineering),PASSED,FALSE
1709,prompt_rules.md,Definition,File Does NOT Contain - Component Definitions,Exclusion,This file does NOT contain component definitions,PASSED,FALSE
1710,prompt_rules.md,Definition,File Does NOT Contain - Visual Layouts,Exclusion,This file does NOT contain visual layouts,PASSED,FALSE
1711,prompt_rules.md,Definition,File Does NOT Contain - Character Limits,Exclusion,This file does NOT contain character limits,PASSED,FALSE
1712,prompt_rules.md,Definition,File Does NOT Contain - User Toggles,Exclusion,This file does NOT contain user toggles,PASSED,FALSE
1713,prompt_rules.md,Cross-References,Component Definitions Reference,Cross-Reference,For component definitions see component_rules.md,PASSED,FALSE
1714,prompt_rules.md,Cross-References,Character/Word Limits Reference,Cross-Reference,For character/word limits see programmatic_options.md,PASSED,FALSE
1715,prompt_rules.md,Cross-References,Content Generation Reference,Cross-Reference,For content generation logic see content_rules.md,PASSED,FALSE
1716,prompt_rules.md,Cross-References,User Settings Reference,Cross-Reference,For user settings see user_impacted_options.md,PASSED,FALSE
1717,prompt_rules.md,Cross-References,Image Generation Reference,Cross-Reference,For image generation see image_rules.md,PASSED,FALSE
1718,prompt_rules.md,1.1 Keyword Relevance Flow,Main Rule - Keyword Flow,SEO Rule,Primary keyword must flow naturally from title through sections to body content,PASSED,FALSE
1719,prompt_rules.md,1.1 Keyword Relevance Flow,H1 - Keyword Requirement,SEO Rule,H1: Primary keyword MUST appear,PASSED,FALSE
1720,prompt_rules.md,1.1 Keyword Relevance Flow,H2 - Keyword Requirement,SEO Rule,H2: Primary keyword or semantic variation MUST appear,PASSED,FALSE
1721,prompt_rules.md,1.1 Keyword Relevance Flow,Body - Keyword Requirement,SEO Rule,Body: Natural keyword integration without stuffing,PASSED,FALSE
1722,prompt_rules.md,1.1 Keyword Relevance Flow,Implementation - H1 Contains Exact,Implementation,H1 contains exact primary keyword,PASSED,FALSE
1723,prompt_rules.md,1.1 Keyword Relevance Flow,Implementation - H2 Explores Aspects,Implementation,Each H2 explores different aspect of the keyword topic,PASSED,FALSE
1724,prompt_rules.md,1.1 Keyword Relevance Flow,Implementation - Body Uses Variations,Implementation,Body paragraphs use semantic variations naturally,PASSED,FALSE
1725,prompt_rules.md,1.1 Keyword Relevance Flow,Implementation - Repetition Limit,Limit,Avoid exact keyword repetition more than 2-3 times per section,PASSED,FALSE
1726,prompt_rules.md,1.2 Sentiment Consistency,Main Rule - Maintain Consistency,SEO Rule,Maintain consistent sentiment throughout the article unless explicitly requested otherwise,PASSED,FALSE
1727,prompt_rules.md,1.2 Sentiment Consistency,Sentiment Type - Positive,Sentiment Type,Positive sentiment: Favorable optimistic encouraging - Use for reviews with good ratings and promotional content,PASSED,FALSE
1728,prompt_rules.md,1.2 Sentiment Consistency,Sentiment Type - Neutral,Sentiment Type,Neutral sentiment: Balanced objective factual - Use for comparisons and informational articles,PASSED,FALSE
1729,prompt_rules.md,1.2 Sentiment Consistency,Sentiment Type - Negative,Sentiment Type,Negative sentiment: Critical cautionary - Use for cons sections and warnings (limited use),PASSED,FALSE
1730,prompt_rules.md,1.2 Sentiment Consistency,Prohibited - Mixed Contradicting,Prohibition,Prohibited: Mixed sentiments that contradict (e.g. This is excellent followed by This is terrible),PASSED,FALSE
1731,prompt_rules.md,1.2 Sentiment Consistency,Prohibited - Shifts Without Transition,Prohibition,Prohibited: Sentiment shifts without clear section transitions,PASSED,FALSE
1732,prompt_rules.md,1.2 Sentiment Consistency,Prohibited - Conflicting Recommendations,Prohibition,Prohibited: Conflicting recommendations in same article,PASSED,FALSE
1733,prompt_rules.md,1.2 Sentiment Consistency,Allowed - Balanced Pros Cons,Permission,Allowed: Balanced pros and cons in designated sections,PASSED,FALSE
1734,prompt_rules.md,1.2 Sentiment Consistency,Allowed - Objective Comparison,Permission,Allowed: Objective comparison with clear labeling,PASSED,FALSE
1735,prompt_rules.md,1.2 Sentiment Consistency,Allowed - Section Appropriate,Permission,Allowed: Sentiment appropriate to section purpose,PASSED,FALSE
1736,prompt_rules.md,1.3 Topical Relevance and NLP,Main Rule - Topic Focus,SEO Rule,Keep AI focused on target topic using natural language patterns,PASSED,FALSE
1737,prompt_rules.md,1.3 Topical Relevance and NLP,Requirement - Topic Focus,Requirement,Topic Focus: All content must directly relate to primary topic,PASSED,FALSE
1738,prompt_rules.md,1.3 Topical Relevance and NLP,Requirement - Semantic Clustering,Requirement,Semantic Clustering: Use related terms synonyms and LSI keywords,PASSED,FALSE
1739,prompt_rules.md,1.3 Topical Relevance and NLP,Requirement - Natural Language,Requirement,Natural Language: Write as a knowledgeable human not keyword-stuffed,PASSED,FALSE
1740,prompt_rules.md,1.3 Topical Relevance and NLP,Requirement - Entity Recognition,Requirement,Entity Recognition: Include relevant entities (brands locations concepts),PASSED,FALSE
1741,prompt_rules.md,1.3 Topical Relevance and NLP,NLP Best Practice - Natural Structures,Best Practice,Use natural sentence structures,PASSED,FALSE
1742,prompt_rules.md,1.3 Topical Relevance and NLP,NLP Best Practice - Vary Length,Best Practice,Vary sentence length and complexity,PASSED,FALSE
1743,prompt_rules.md,1.3 Topical Relevance and NLP,NLP Best Practice - Question-Answer,Best Practice,Include question-answer patterns where appropriate,PASSED,FALSE
1744,prompt_rules.md,1.3 Topical Relevance and NLP,NLP Best Practice - Transitional Phrases,Best Practice,Use transitional phrases between sections,PASSED,FALSE
1745,prompt_rules.md,1.3 Topical Relevance and NLP,NLP Best Practice - Readability Score,Best Practice,Maintain readable Flesch-Kincaid scores (target: 60-70),PASSED,FALSE
1746,prompt_rules.md,1.3 Topical Relevance and NLP,Prohibited - Keyword Stuffing,Prohibition,Prohibited: Keyword stuffing,PASSED,FALSE
1747,prompt_rules.md,1.3 Topical Relevance and NLP,Prohibited - Unnatural Repetition,Prohibition,Prohibited: Unnatural phrase repetition,PASSED,FALSE
1748,prompt_rules.md,1.3 Topical Relevance and NLP,Prohibited - Forced Insertion,Prohibition,Prohibited: Forced keyword insertion,PASSED,FALSE
1749,prompt_rules.md,1.3 Topical Relevance and NLP,Prohibited - Irrelevant Tangents,Prohibition,Prohibited: Irrelevant tangents,PASSED,FALSE
1750,prompt_rules.md,1.4 Topic Drift Prevention,Main Rule - Stay On Topic,SEO Rule,AI must stay on topic when generating longer content sections,PASSED,FALSE
1751,prompt_rules.md,1.4 Topic Drift Prevention,Definition - Topic Drift,Definition,Topic drift occurs when AI gradually moves away from original subject matter during content expansion,PASSED,FALSE
1752,prompt_rules.md,1.4 Topic Drift Prevention,Strategy - Anchor Keywords,Prevention Strategy,Anchor Keywords: Re-inject primary keyword in each prompt,PASSED,FALSE
1753,prompt_rules.md,1.4 Topic Drift Prevention,Strategy - Section Boundaries,Prevention Strategy,Section Boundaries: Clear topic scope per H2 section,PASSED,FALSE
1754,prompt_rules.md,1.4 Topic Drift Prevention,Strategy - Context Reminder,Prevention Strategy,Context Reminder: Include article purpose in each generation call,PASSED,FALSE
1755,prompt_rules.md,1.4 Topic Drift Prevention,Strategy - Scope Limits,Prevention Strategy,Scope Limits: Define what is IN scope vs OUT of scope,PASSED,FALSE
1756,prompt_rules.md,1.4 Topic Drift Prevention,Sign - Content No Longer Relates,Drift Sign,Sign of topic drift: Content no longer relates to H2 heading,PASSED,FALSE
1757,prompt_rules.md,1.4 Topic Drift Prevention,Sign - Unrelated Concepts,Drift Sign,Sign of topic drift: Introduction of unrelated concepts,PASSED,FALSE
1758,prompt_rules.md,1.4 Topic Drift Prevention,Sign - Deviation From Purpose,Drift Sign,Sign of topic drift: Deviation from article's stated purpose,PASSED,FALSE
1759,prompt_rules.md,1.4 Topic Drift Prevention,Sign - Loss of Keyword Relevance,Drift Sign,Sign of topic drift: Loss of keyword relevance,PASSED,FALSE
1760,prompt_rules.md,1.4 Topic Drift Prevention,Correction Action,Correction,Correction Action: Regenerate section with stronger topic constraints,PASSED,FALSE
1761,prompt_rules.md,2.1 Critical Variable Persistence,Main Rule - Maintain Variables,System Rule,Maintain seed keyword user intent and topic scope across all prompt chains,PASSED,FALSE
1762,prompt_rules.md,2.1 Critical Variable Persistence,Variable - Seed Keyword,Critical Variable,Seed Keyword: Primary topic/keyword - Example: Best Running Shoes 2024,PASSED,FALSE
1763,prompt_rules.md,2.1 Critical Variable Persistence,Variable - User Intent,Critical Variable,User Intent: Search intent type - Example: Informational Commercial etc.,PASSED,FALSE
1764,prompt_rules.md,2.1 Critical Variable Persistence,Variable - Topic Scope,Critical Variable,Topic Scope: Boundaries of content - Example: Running shoes only not hiking,PASSED,FALSE
1765,prompt_rules.md,2.1 Critical Variable Persistence,Variable - Article Type,Critical Variable,Article Type: Selected article format - Example: Review Listicle etc.,PASSED,FALSE
1766,prompt_rules.md,2.1 Critical Variable Persistence,Variable - Tone,Critical Variable,Tone: Writing voice - Example: Professional Friendly etc.,PASSED,FALSE
1767,prompt_rules.md,2.1 Critical Variable Persistence,Variable - Style,Critical Variable,Style: Writing style - Example: Concise Balanced Detailed,PASSED,FALSE
1768,prompt_rules.md,2.1 Critical Variable Persistence,Variable - Target Audience,Critical Variable,Target Audience: Who content is for - Example: Beginner runners athletes,PASSED,FALSE
1769,prompt_rules.md,2.1 Critical Variable Persistence,Implementation - Include in System Prompt,Implementation,Include all critical variables in system prompt,PASSED,FALSE
1770,prompt_rules.md,2.1 Critical Variable Persistence,Implementation - Re-inject Variables,Implementation,Re-inject variables at start of each new AI call,PASSED,FALSE
1771,prompt_rules.md,2.1 Critical Variable Persistence,Implementation - Validate Output,Implementation,Validate output against original variables,PASSED,FALSE
1772,prompt_rules.md,2.1 Critical Variable Persistence,Implementation - Log Variable State,Implementation,Log variable state for debugging,PASSED,FALSE
1773,prompt_rules.md,2.2 Stateless AI Call Handling,Main Rule - Treat as Stateless,System Rule,Treat each AI API call as stateless unless context is explicitly re-injected,PASSED,FALSE
1774,prompt_rules.md,2.2 Stateless AI Call Handling,Principle - No Memory,Principle,AI models do not retain memory between API calls,PASSED,FALSE
1775,prompt_rules.md,2.2 Stateless AI Call Handling,Call Type - Single Call,Context Handling,Single Call: All context in one prompt,PASSED,FALSE
1776,prompt_rules.md,2.2 Stateless AI Call Handling,Call Type - Multi-Call,Context Handling,Multi-Call: Re-inject essential context each call,PASSED,FALSE
1777,prompt_rules.md,2.2 Stateless AI Call Handling,Call Type - Continuation,Context Handling,Continuation: Include previous output summary,PASSED,FALSE
1778,prompt_rules.md,2.2 Stateless AI Call Handling,Re-inject - Article Type and Purpose,Re-injection Requirement,Each AI Call must include: Article type and purpose,PASSED,FALSE
1779,prompt_rules.md,2.2 Stateless AI Call Handling,Re-inject - Primary Keyword,Re-injection Requirement,Each AI Call must include: Primary keyword,PASSED,FALSE
1780,prompt_rules.md,2.2 Stateless AI Call Handling,Re-inject - Tone and Style,Re-injection Requirement,Each AI Call must include: Tone and style settings,PASSED,FALSE
1781,prompt_rules.md,2.2 Stateless AI Call Handling,Re-inject - Current Section,Re-injection Requirement,Each AI Call must include: Current section being generated,PASSED,FALSE
1782,prompt_rules.md,2.2 Stateless AI Call Handling,Re-inject - Previous Content Summary,Re-injection Requirement,Each AI Call must include: Summary of previously generated content (if applicable),PASSED,FALSE
1783,prompt_rules.md,2.2 Stateless AI Call Handling,Re-inject - Specific Constraints,Re-injection Requirement,Each AI Call must include: Specific constraints for this section,PASSED,FALSE
1784,prompt_rules.md,2.2 Stateless AI Call Handling,NOT Assume - Remembers Previous,Assumption Warning,Do NOT assume: AI remembers previous calls,PASSED,FALSE
1785,prompt_rules.md,2.2 Stateless AI Call Handling,NOT Assume - Knows Context,Assumption Warning,Do NOT assume: AI knows article context without being told,PASSED,FALSE
1786,prompt_rules.md,2.2 Stateless AI Call Handling,NOT Assume - Maintains Voice,Assumption Warning,Do NOT assume: AI maintains consistent voice automatically,PASSED,FALSE
1787,prompt_rules.md,2.3 Context Retention for Large Batches,Main Rule - Maintain Quality at Scale,System Rule,Maintain consistent quality and brand voice when generating 100-500 articles,PASSED,FALSE
1788,prompt_rules.md,2.3 Context Retention for Large Batches,Challenge - Quality Degradation,Batch Challenge,Challenge: Quality degradation - Solution: Consistent prompt templates,PASSED,FALSE
1789,prompt_rules.md,2.3 Context Retention for Large Batches,Challenge - Voice Inconsistency,Batch Challenge,Challenge: Voice inconsistency - Solution: Standardized tone instructions,PASSED,FALSE
1790,prompt_rules.md,2.3 Context Retention for Large Batches,Challenge - Topic Confusion,Batch Challenge,Challenge: Topic confusion - Solution: Clear separation between articles,PASSED,FALSE
1791,prompt_rules.md,2.3 Context Retention for Large Batches,Challenge - Error Accumulation,Batch Challenge,Challenge: Error accumulation - Solution: Validation after each article,PASSED,FALSE
1792,prompt_rules.md,2.3 Context Retention for Large Batches,Requirement - Template Standardization,Batch Requirement,Template Standardization: Use identical prompt structures,PASSED,FALSE
1793,prompt_rules.md,2.3 Context Retention for Large Batches,Requirement - Variable Isolation,Batch Requirement,Variable Isolation: Each article's variables separate,PASSED,FALSE
1794,prompt_rules.md,2.3 Context Retention for Large Batches,Requirement - Quality Checkpoints,Batch Requirement,Quality Checkpoints: Validate every N articles,PASSED,FALSE
1795,prompt_rules.md,2.3 Context Retention for Large Batches,Requirement - Error Logging,Batch Requirement,Error Logging: Track failures for pattern analysis,PASSED,FALSE
